instance_id,image_id,category_id,area,bbox_x,bbox_y,bbox_w,bbox_h
137625,8077,31,6860,314.0,450.0,78.0,172.0
137626,8077,31,215,179.0,427.0,15.0,43.0
137627,8077,2,30993,174.0,353.0,218.0,268.0
137628,8077,11,18981,180.0,515.0,176.0,140.0
137629,8077,24,5653,133.0,352.0,65.0,315.0
137630,8077,23,2805,196.0,898.0,49.0,84.0
137631,8077,23,3105,324.0,884.0,59.0,85.0
137632,8079,13,511,514.0,101.0,78.0,47.0
137633,8079,28,1551,505.0,210.0,99.0,72.0
137634,8079,31,13479,522.0,278.0,80.0,300.0
137635,8079,4,36496,437.0,210.0,166.0,368.0
137636,8079,32,976,444.0,362.0,31.0,53.0
137637,8079,35,141,451.0,382.0,17.0,33.0
137638,8079,35,121,507.0,421.0,28.0,23.0
137639,8079,32,1183,497.0,410.0,46.0,54.0
137640,8079,35,8,541.0,456.0,2.0,6.0
137641,8079,1,3032,574.0,308.0,50.0,154.0
137642,8079,32,1449,456.0,471.0,39.0,57.0
137643,8079,6,26327,456.0,444.0,174.0,238.0
137644,8079,32,658,543.0,478.0,62.0,48.0
137645,8079,42,13,624.0,480.0,3.0,6.0
137646,8079,35,288,554.0,502.0,14.0,76.0
137647,8079,31,1514,437.0,289.0,36.0,181.0
137648,8080,10,59458,539.0,164.0,244.0,517.0
137649,8080,33,1547,616.0,164.0,125.0,57.0
137650,8080,18,526,663.0,550.0,45.0,29.0
137651,8080,19,2613,592.0,374.0,120.0,54.0
137652,8080,34,62,595.0,378.0,14.0,21.0
137653,8080,24,5827,498.0,365.0,96.0,150.0
137654,8082,21,45165,247.0,469.0,169.0,409.0
137655,8082,23,4527,351.0,821.0,54.0,130.0
137656,8082,23,4802,296.0,871.0,53.0,114.0
137657,8082,4,80575,192.0,145.0,289.0,408.0
137658,8082,31,11435,192.0,208.0,57.0,345.0
137659,8082,27,4408,225.0,145.0,200.0,64.0
137660,8082,1,12124,279.0,154.0,91.0,331.0
137661,8082,31,15192,416.0,184.0,65.0,351.0
137662,8082,33,375,285.0,154.0,80.0,36.0
137663,8082,19,1827,261.0,330.0,150.0,20.0
137664,8082,34,161,342.0,330.0,18.0,16.0
137665,8082,34,231,291.0,332.0,16.0,16.0
137666,8083,10,113775,198.0,166.0,294.0,657.0
137667,8083,35,178,354.0,331.0,19.0,119.0
137668,8083,23,5799,214.0,831.0,94.0,142.0
137669,8083,23,6054,303.0,836.0,93.0,131.0
137670,8083,31,7851,379.0,198.0,113.0,140.0
137671,8083,31,953,241.0,170.0,44.0,148.0
137672,8083,28,2217,286.0,166.0,100.0,83.0
137673,8084,11,100418,275.0,189.0,198.0,737.0
137674,8084,33,1251,318.0,189.0,91.0,112.0
137675,8084,23,1670,374.0,922.0,51.0,59.0
137676,8084,23,963,341.0,842.0,32.0,83.0
137677,8084,35,706,353.0,294.0,14.0,191.0
137678,8085,13,555,372.0,110.0,43.0,20.0
137679,8085,28,185,378.0,172.0,15.0,22.0
137680,8085,0,6381,354.0,172.0,99.0,216.0
137681,8085,31,438,427.0,235.0,26.0,31.0
137682,8085,31,3373,427.0,181.0,60.0,122.0
137683,8085,28,1201,363.0,149.0,52.0,54.0
137684,8085,17,1443,378.0,227.0,63.0,29.0
137685,8085,17,373,307.0,360.0,18.0,47.0
137686,8085,24,9386,396.0,273.0,150.0,121.0
137687,8085,6,17351,304.0,376.0,144.0,211.0
137688,8085,23,2067,358.0,584.0,62.0,61.0
137689,8085,23,2935,270.0,575.0,99.0,58.0
137690,8085,4,20912,310.0,149.0,177.0,272.0
137691,8086,33,1549,183.0,372.0,218.0,89.0
137692,8086,31,20954,134.0,376.0,166.0,272.0
137693,8086,31,12075,392.0,439.0,118.0,226.0
137694,8086,10,116821,134.0,372.0,376.0,552.0
137695,8088,33,882,268.0,226.0,121.0,30.0
137696,8088,1,17212,247.0,226.0,161.0,143.0
137697,8088,6,44982,258.0,398.0,175.0,359.0
137698,8088,19,2632,261.0,414.0,149.0,42.0
137699,8088,34,529,305.0,425.0,69.0,30.0
137700,8088,23,955,307.0,774.0,39.0,111.0
137701,8088,23,1521,329.0,861.0,45.0,82.0
137702,8091,10,171561,154.0,318.0,334.0,705.0
137703,8091,19,8117,232.0,526.0,226.0,69.0
137704,8091,33,2979,246.0,323.0,185.0,165.0
137705,8097,35,603,300.0,343.0,30.0,118.0
137706,8097,35,711,298.0,339.0,80.0,120.0
137707,8097,35,283,383.0,365.0,16.0,90.0
137708,8097,30,73,272.0,292.0,24.0,12.0
137709,8097,30,51,391.0,294.0,21.0,10.0
137710,8097,1,24,342.0,343.0,8.0,5.0
137711,8097,33,24,342.0,343.0,8.0,5.0
137712,8097,35,361,278.0,366.0,23.0,94.0
137713,8097,31,6228,225.0,303.0,63.0,222.0
137714,8097,31,5468,391.0,303.0,44.0,201.0
137715,8097,42,20,396.0,312.0,6.0,5.0
137716,8097,42,24,287.0,313.0,6.0,5.0
137717,8097,29,4251,284.0,274.0,121.0,90.0
137718,8097,4,29673,225.0,274.0,210.0,251.0
137719,8097,6,30674,271.0,432.0,134.0,390.0
137720,8097,23,752,317.0,821.0,35.0,71.0
137721,8097,23,260,305.0,783.0,15.0,54.0
137722,9934,23,1194,313.0,827.0,41.0,74.0
137723,9934,23,518,332.0,781.0,17.0,69.0
137724,9934,8,15395,246.0,513.0,147.0,139.0
137725,9934,1,4692,248.0,372.0,145.0,163.0
137726,9934,33,17,322.0,372.0,7.0,3.0
137727,9934,4,32953,212.0,287.0,215.0,278.0
137728,9934,19,2456,265.0,427.0,115.0,29.0
137729,9934,31,6332,212.0,334.0,59.0,230.0
137730,9934,31,4644,389.0,320.0,38.0,191.0
137731,9934,29,6512,266.0,287.0,119.0,145.0
137732,9935,13,2529,166.0,359.0,115.0,56.0
137733,9935,31,18514,220.0,421.0,168.0,232.0
137734,9935,1,60478,123.0,389.0,353.0,368.0
137735,9935,31,9303,123.0,497.0,80.0,260.0
137736,9935,33,2519,190.0,408.0,93.0,84.0
137737,9935,6,36917,95.0,628.0,376.0,181.0
137738,9935,32,205,441.0,662.0,21.0,22.0
137739,9935,22,22,279.0,766.0,8.0,8.0
137740,9935,22,1395,306.0,810.0,55.0,50.0
137741,9935,23,5988,274.0,820.0,94.0,114.0
137742,9935,18,584,186.0,607.0,25.0,37.0
137743,9935,23,1920,266.0,761.0,109.0,104.0
137744,9936,33,1181,238.0,315.0,139.0,29.0
137745,9936,23,2585,146.0,893.0,86.0,70.0
137746,9936,23,816,331.0,909.0,52.0,40.0
137747,9936,10,68681,172.0,315.0,269.0,476.0
137748,9937,4,64887,51.0,249.0,610.0,360.0
137749,9937,31,10299,51.0,278.0,192.0,105.0
137750,9937,31,10410,461.0,270.0,200.0,111.0
137751,9937,29,6957,280.0,249.0,150.0,205.0
137752,9937,32,371,431.0,321.0,35.0,25.0
137753,9937,32,186,459.0,464.0,19.0,17.0
137754,9937,32,39,232.0,476.0,7.0,12.0
137755,9937,0,14624,293.0,251.0,119.0,258.0
137756,9937,28,1350,319.0,251.0,71.0,41.0
137757,9937,16,9779,329.0,270.0,59.0,256.0
137758,9937,6,51998,274.0,497.0,215.0,407.0
137759,9937,34,50,353.0,517.0,6.0,13.0
137760,9937,19,894,291.0,497.0,117.0,33.0
137761,9937,23,2167,312.0,871.0,74.0,49.0
137762,9937,23,2910,436.0,892.0,81.0,68.0
137763,9939,33,330,268.0,270.0,70.0,24.0
137764,9939,31,5887,228.0,279.0,130.0,87.0
137765,9939,31,1642,362.0,275.0,38.0,69.0
137766,9939,21,1480,251.0,803.0,40.0,69.0
137767,9939,21,8185,277.0,633.0,60.0,219.0
137768,9939,10,79174,201.0,270.0,199.0,626.0
137769,9939,23,2046,251.0,854.0,51.0,69.0
137770,9939,23,1644,288.0,850.0,48.0,64.0
137771,9940,1,30753,173.0,158.0,188.0,253.0
137772,9940,33,1149,217.0,158.0,101.0,55.0
137773,9940,31,950,343.0,182.0,18.0,81.0
137774,9940,31,3768,173.0,209.0,56.0,91.0
137775,9940,8,36573,232.0,331.0,211.0,269.0
137776,9940,35,242,323.0,376.0,45.0,31.0
137777,9940,35,625,251.0,411.0,37.0,169.0
137778,9940,23,4397,434.0,764.0,92.0,106.0
137779,9940,23,3299,253.0,801.0,63.0,111.0
137780,8102,1,15270,177.0,390.0,120.0,252.0
137781,8102,33,845,221.0,390.0,76.0,23.0
137782,8102,29,9500,245.0,343.0,129.0,163.0
137783,8102,31,18660,303.0,405.0,150.0,240.0
137784,8102,31,2561,116.0,502.0,44.0,110.0
137785,8102,19,1444,198.0,629.0,58.0,42.0
137786,8102,34,212,209.0,638.0,30.0,33.0
137787,8102,32,264,371.0,704.0,13.0,32.0
137788,8102,32,107,377.0,647.0,20.0,24.0
137789,8102,35,1519,233.0,470.0,138.0,271.0
137790,8102,6,43750,189.0,635.0,195.0,388.0
137791,8102,4,66568,116.0,332.0,337.0,402.0
137792,8102,14,7970,220.0,194.0,134.0,111.0
137793,8102,35,117,377.0,647.0,20.0,24.0
137794,8103,23,467,280.0,807.0,18.0,88.0
137795,8103,23,1783,242.0,870.0,47.0,89.0
137796,8103,10,46524,183.0,242.0,175.0,404.0
137797,8103,4,33252,154.0,166.0,247.0,273.0
137798,8103,32,845,323.0,241.0,47.0,24.0
137799,8103,42,22,364.0,241.0,5.0,5.0
137800,8103,32,634,178.0,235.0,40.0,28.0
137801,8103,42,32,186.0,235.0,6.0,7.0
137802,8103,19,2676,222.0,327.0,85.0,88.0
137803,8103,28,2326,196.0,166.0,159.0,60.0
137804,8103,31,5231,355.0,206.0,46.0,213.0
137805,8103,31,3982,154.0,202.0,34.0,218.0
137806,8103,33,420,237.0,242.0,66.0,20.0
137807,8104,9,9503,553.0,258.0,138.0,257.0
137808,8104,31,2733,636.0,279.0,55.0,80.0
137809,8104,1,1666,648.0,327.0,38.0,100.0
137810,8104,6,6511,617.0,415.0,86.0,133.0
137811,8104,23,2244,609.0,537.0,52.0,75.0
137812,8104,23,2296,675.0,531.0,52.0,76.0
137813,8104,14,882,641.0,223.0,62.0,35.0
137814,8104,24,5082,580.0,278.0,94.0,136.0
137815,8105,33,450,457.0,172.0,159.0,39.0
137816,8105,37,2669,471.0,195.0,129.0,50.0
137817,8105,10,86434,433.0,172.0,223.0,500.0
137818,8106,8,89576,232.0,360.0,267.0,447.0
137819,8106,28,1859,327.0,194.0,82.0,42.0
137820,8106,1,21909,293.0,194.0,163.0,195.0
137821,8106,23,3858,359.0,849.0,46.0,121.0
137822,8106,23,1251,337.0,819.0,62.0,100.0
137823,8106,43,12172,232.0,733.0,267.0,74.0
137824,8107,6,78664,195.0,653.0,252.0,370.0
137825,8107,31,4315,440.0,303.0,74.0,108.0
137826,8107,31,3384,163.0,313.0,66.0,102.0
137827,8107,33,1713,281.0,270.0,132.0,42.0
137828,8107,1,88057,163.0,270.0,351.0,401.0
137829,8107,32,2748,358.0,667.0,82.0,40.0
137830,8107,32,1868,203.0,663.0,57.0,41.0
137831,8108,33,39,531.0,251.0,18.0,15.0
137832,8108,10,13954,482.0,237.0,108.0,218.0
137833,8109,7,3247,317.0,412.0,80.0,49.0
137834,8109,32,891,345.0,421.0,33.0,33.0
137835,8109,32,173,317.0,421.0,10.0,31.0
137836,8109,31,2218,420.0,310.0,61.0,70.0
137837,8109,1,12759,297.0,269.0,184.0,157.0
137838,8109,31,1089,297.0,269.0,70.0,52.0
137839,8109,33,164,358.0,285.0,65.0,26.0
137840,8110,10,86686,145.0,212.0,268.0,455.0
137841,8110,33,304,244.0,225.0,65.0,14.0
137842,8110,31,7109,145.0,244.0,61.0,181.0
137843,8110,31,9845,344.0,235.0,69.0,196.0
137844,8110,23,869,283.0,859.0,23.0,89.0
137845,8110,23,1615,243.0,898.0,45.0,85.0
137846,8110,21,11239,268.0,635.0,62.0,280.0
137847,8110,21,15311,202.0,632.0,84.0,317.0
137848,8111,10,49299,300.0,340.0,196.0,380.0
137849,8111,31,6146,428.0,351.0,68.0,148.0
137850,8111,23,472,341.0,836.0,50.0,82.0
137851,8111,23,377,315.0,828.0,51.0,79.0
137852,8111,18,197,437.0,574.0,24.0,13.0
137853,8111,33,302,325.0,340.0,116.0,46.0
137854,8112,32,754,439.0,505.0,35.0,42.0
137855,8112,32,408,251.0,656.0,11.0,74.0
137856,8112,32,278,445.0,656.0,17.0,70.0
137857,8112,17,859,453.0,666.0,28.0,57.0
137858,8112,17,1206,223.0,666.0,30.0,57.0
137859,8112,1,441,341.0,437.0,21.0,51.0
137860,8112,33,182,341.0,437.0,21.0,12.0
137861,8112,32,381,254.0,500.0,23.0,44.0
137862,8112,25,50686,247.0,367.0,179.0,656.0
137863,8112,31,13278,450.0,456.0,108.0,262.0
137864,8112,28,1461,414.0,395.0,50.0,68.0
137865,8112,31,9381,160.0,523.0,93.0,196.0
137866,8112,6,27799,227.0,761.0,244.0,262.0
137867,8112,4,75482,160.0,395.0,398.0,383.0
137868,8113,10,90106,391.0,299.0,194.0,657.0
137869,8113,33,154,451.0,299.0,89.0,9.0
137870,8113,23,102,439.0,943.0,26.0,7.0
137871,8116,6,22778,600.0,434.0,175.0,205.0
137872,8116,1,4781,609.0,395.0,146.0,51.0
137873,8116,4,49370,548.0,152.0,236.0,262.0
137874,8116,28,933,617.0,152.0,80.0,17.0
137875,8116,31,10911,548.0,187.0,75.0,223.0
137876,8116,31,5962,731.0,222.0,53.0,177.0
137877,8118,31,12229,326.0,213.0,84.0,275.0
137878,8118,33,903,212.0,180.0,85.0,100.0
137879,8118,31,12214,108.0,206.0,81.0,271.0
137880,8118,10,93676,108.0,180.0,302.0,457.0
137881,8118,23,1023,210.0,817.0,27.0,105.0
137882,8118,23,1775,234.0,882.0,50.0,85.0
137883,8120,33,1436,272.0,192.0,146.0,122.0
137884,8120,10,137351,175.0,192.0,376.0,785.0
137885,8120,23,854,314.0,946.0,34.0,31.0
137886,8121,32,254,292.0,480.0,26.0,14.0
137887,8121,32,451,359.0,482.0,44.0,16.0
137888,8121,23,789,308.0,865.0,21.0,75.0
137889,8121,23,5362,316.0,901.0,107.0,86.0
137890,8121,31,2600,372.0,258.0,63.0,74.0
137891,8121,31,324,266.0,301.0,19.0,41.0
137892,8121,33,323,326.0,229.0,66.0,13.0
137893,8121,1,24135,266.0,229.0,180.0,243.0
137894,8121,6,41403,291.0,442.0,155.0,462.0
137895,8122,10,214771,0.0,360.0,681.0,663.0
137896,8122,10,2054,124.0,384.0,31.0,139.0
137897,8122,38,13057,157.0,595.0,183.0,165.0
137898,8122,33,3087,139.0,360.0,205.0,255.0
137899,8122,15,4027,184.0,62.0,209.0,142.0
137900,8123,1,10455,348.0,257.0,99.0,177.0
137901,8123,33,919,364.0,257.0,56.0,33.0
137902,8123,31,3868,466.0,288.0,50.0,216.0
137903,8123,31,6115,263.0,296.0,64.0,227.0
137904,8123,39,2486,309.0,305.0,60.0,67.0
137905,8123,23,1207,372.0,871.0,44.0,67.0
137906,8123,23,1026,414.0,856.0,36.0,67.0
137907,8123,28,996,352.0,250.0,75.0,65.0
137908,8123,4,24429,263.0,250.0,253.0,273.0
137909,8123,19,5943,346.0,413.0,116.0,266.0
137910,8123,8,114525,114.0,413.0,435.0,473.0
137911,8127,33,429,295.0,225.0,104.0,18.0
137912,8127,31,698,236.0,241.0,35.0,56.0
137913,8127,31,372,428.0,261.0,20.0,41.0
137914,8127,10,42486,236.0,225.0,212.0,419.0
137915,8127,24,16247,223.0,412.0,184.0,146.0
137916,8127,22,1813,293.0,801.0,34.0,113.0
137917,8127,23,431,299.0,836.0,28.0,65.0
137918,8127,22,3937,308.0,839.0,54.0,124.0
137919,8127,23,1144,308.0,886.0,55.0,82.0
137920,8128,10,36762,189.0,417.0,222.0,374.0
137921,8128,23,1559,491.0,900.0,115.0,82.0
137922,8128,23,926,476.0,716.0,71.0,75.0
137923,8128,33,229,202.0,417.0,77.0,63.0
137924,8128,37,723,240.0,513.0,48.0,37.0
137925,8129,33,129,393.0,311.0,38.0,51.0
137926,8129,1,13647,345.0,311.0,141.0,237.0
137927,8129,32,621,366.0,524.0,41.0,25.0
137928,8129,7,3606,360.0,520.0,94.0,53.0
137929,8129,23,1115,352.0,724.0,88.0,64.0
137930,8129,23,2469,350.0,842.0,80.0,70.0
137931,8130,33,932,205.0,257.0,154.0,23.0
137932,8130,10,126207,160.0,257.0,269.0,707.0
137933,8130,24,4001,148.0,483.0,55.0,100.0
137934,8130,23,19,256.0,959.0,20.0,18.0
137935,8131,10,187334,160.0,274.0,349.0,719.0
137936,8131,33,1521,242.0,274.0,159.0,36.0
137937,8131,23,237,302.0,991.0,49.0,32.0
137938,8131,15,1838,335.0,29.0,67.0,66.0
137939,8132,31,39922,352.0,354.0,161.0,404.0
137940,8132,40,59583,443.0,737.0,304.0,271.0
137941,8132,24,13694,711.0,292.0,74.0,695.0
137942,8132,13,1024,495.0,151.0,80.0,44.0
137943,8132,4,225447,352.0,261.0,413.0,747.0
137944,8133,10,119894,246.0,308.0,218.0,715.0
137945,8133,19,8151,263.0,584.0,193.0,292.0
137946,8133,32,8691,297.0,430.0,103.0,106.0
137947,8133,33,1439,276.0,308.0,143.0,96.0
137948,8134,33,4474,267.0,174.0,104.0,175.0
137949,8134,10,233915,26.0,174.0,640.0,839.0
137950,8134,19,765,253.0,352.0,124.0,11.0
137951,8134,24,4524,204.0,445.0,87.0,112.0
137952,8135,14,5564,151.0,54.0,154.0,133.0
137953,8135,6,77899,146.0,382.0,257.0,559.0
137954,8135,23,2719,316.0,883.0,60.0,79.0
137955,8135,23,1209,199.0,932.0,50.0,29.0
137956,8135,33,500,185.0,208.0,120.0,26.0
137957,8135,1,64537,108.0,199.0,259.0,410.0
137958,8138,23,7718,371.0,622.0,39.0,378.0
137959,8138,23,26054,287.0,611.0,107.0,406.0
137960,8138,33,321,305.0,218.0,97.0,45.0
137961,8138,10,38199,253.0,218.0,206.0,344.0
137962,8139,23,3254,262.0,835.0,68.0,80.0
137963,8139,23,1978,332.0,878.0,49.0,50.0
137964,8139,6,31165,265.0,568.0,149.0,320.0
137965,8139,0,1250,322.0,229.0,153.0,298.0
137966,8139,31,54,466.0,516.0,9.0,11.0
137967,8139,28,528,322.0,229.0,53.0,42.0
137968,8139,12,81145,180.0,212.0,335.0,372.0
137969,8139,35,177,339.0,288.0,5.0,48.0
137970,8139,28,5726,281.0,212.0,131.0,90.0
137971,8139,35,217,346.0,285.0,54.0,17.0
137972,8139,35,147,284.0,284.0,55.0,12.0
137973,8140,10,171443,117.0,247.0,484.0,670.0
137974,8140,19,3479,316.0,407.0,102.0,165.0
137975,8140,33,939,312.0,247.0,122.0,99.0
137976,8141,10,82364,244.0,266.0,265.0,464.0
137977,8141,33,1562,338.0,266.0,86.0,31.0
137978,8141,31,1540,244.0,304.0,50.0,61.0
137979,8141,31,1014,472.0,314.0,37.0,68.0
137980,8142,33,478,404.0,189.0,112.0,41.0
137981,8142,10,92575,333.0,188.0,212.0,616.0
137982,8142,23,2054,371.0,878.0,85.0,95.0
137983,8142,23,1716,447.0,891.0,58.0,99.0
137984,8143,23,6337,312.0,879.0,71.0,111.0
137985,8143,23,1005,298.0,892.0,32.0,75.0
137986,8143,6,65530,243.0,453.0,200.0,442.0
137987,8143,1,35261,213.0,208.0,225.0,310.0
137988,8143,19,2001,259.0,472.0,121.0,48.0
137989,8143,34,70,307.0,472.0,13.0,14.0
137990,8143,32,570,353.0,507.0,52.0,17.0
137991,8143,32,399,275.0,496.0,43.0,19.0
137992,8143,32,136,429.0,499.0,14.0,34.0
137993,8143,32,78,243.0,521.0,6.0,29.0
137994,8143,33,1056,271.0,209.0,116.0,178.0
137995,8144,23,4893,201.0,844.0,88.0,90.0
137996,8144,23,4877,291.0,850.0,94.0,85.0
137997,8144,33,448,310.0,329.0,60.0,90.0
137998,8144,10,29599,229.0,329.0,160.0,327.0
137999,8144,31,855,364.0,416.0,25.0,56.0
138000,8146,14,21930,304.0,30.0,236.0,156.0
138001,8146,1,163931,101.0,219.0,504.0,643.0
138002,8146,33,2256,278.0,219.0,141.0,81.0
138003,8146,31,11045,496.0,318.0,109.0,199.0
138004,8146,31,15835,101.0,247.0,131.0,212.0
138005,8146,6,76958,120.0,776.0,364.0,247.0
138006,8146,18,411,511.0,556.0,29.0,42.0
138007,8147,1,129899,209.0,302.0,477.0,379.0
138008,8147,33,4385,352.0,302.0,188.0,112.0
138009,8147,31,16758,574.0,382.0,112.0,226.0
138010,8147,31,6894,209.0,387.0,79.0,221.0
138011,8148,42,7,548.0,538.0,3.0,3.0
138012,8148,7,8803,528.0,512.0,146.0,96.0
138013,8148,32,2546,581.0,534.0,63.0,59.0
138014,8148,32,347,656.0,558.0,18.0,36.0
138015,8148,28,884,593.0,301.0,69.0,24.0
138016,8148,31,10954,532.0,345.0,136.0,192.0
138017,8148,24,16158,517.0,364.0,230.0,199.0
138018,8148,1,22274,532.0,301.0,151.0,236.0
138019,8149,23,1246,624.0,586.0,59.0,56.0
138020,8149,23,1025,735.0,574.0,49.0,59.0
138021,8149,10,45118,586.0,214.0,277.0,300.0
138022,8149,43,33468,586.0,314.0,277.0,200.0
138023,8149,33,354,675.0,214.0,62.0,49.0
138024,8149,31,5181,726.0,215.0,61.0,129.0
138025,8149,31,71,674.0,288.0,3.0,30.0
138026,8149,15,618,703.0,144.0,31.0,41.0
138027,8150,33,1537,306.0,168.0,91.0,37.0
138028,8150,10,94591,272.0,168.0,176.0,694.0
138029,8150,24,23422,139.0,320.0,150.0,295.0
138030,8150,23,184,332.0,870.0,12.0,37.0
138031,8150,23,1959,335.0,893.0,51.0,90.0
138032,8151,0,29150,265.0,347.0,172.0,271.0
138033,8151,6,27317,258.0,577.0,162.0,291.0
138034,8151,31,4169,399.0,399.0,38.0,219.0
138035,8151,31,2609,265.0,347.0,57.0,80.0
138036,8151,28,831,329.0,362.0,74.0,50.0
138037,8151,23,2441,379.0,852.0,84.0,51.0
138038,8151,23,2343,225.0,866.0,70.0,56.0
138039,8151,32,215,374.0,597.0,40.0,19.0
138040,8151,32,468,279.0,591.0,46.0,28.0
138041,8154,1,14590,248.0,261.0,161.0,155.0
138042,8154,33,2472,267.0,261.0,113.0,97.0
138043,8154,8,48485,238.0,403.0,183.0,306.0
138044,8154,22,766,321.0,807.0,46.0,32.0
138045,8154,23,7129,325.0,824.0,64.0,163.0
138046,8154,23,4013,378.0,796.0,61.0,136.0
138047,8154,22,945,376.0,796.0,45.0,50.0
138048,8154,13,933,288.0,167.0,75.0,19.0
138049,8155,1,10325,636.0,145.0,116.0,135.0
138050,8155,7,18046,584.0,264.0,155.0,156.0
138051,8155,23,1162,535.0,615.0,45.0,76.0
138052,8155,23,2268,737.0,634.0,64.0,87.0
138053,8155,33,370,655.0,148.0,84.0,42.0
138054,8156,10,212701,66.0,317.0,434.0,706.0
138055,8156,31,25237,396.0,332.0,104.0,417.0
138056,8156,31,25470,66.0,370.0,88.0,419.0
138057,8156,33,209,228.0,364.0,91.0,16.0
138058,8156,24,20558,279.0,648.0,148.0,320.0
138059,8157,13,2074,278.0,410.0,90.0,46.0
138060,8157,10,123919,104.0,515.0,430.0,508.0
138061,8157,31,11708,104.0,538.0,135.0,180.0
138062,8157,31,6293,440.0,605.0,94.0,116.0
138063,8157,28,647,314.0,515.0,37.0,27.0
138064,8159,8,59052,244.0,358.0,191.0,383.0
138065,8159,34,191,329.0,369.0,16.0,17.0
138066,8159,38,835,317.0,370.0,42.0,44.0
138067,8159,15,1686,300.0,42.0,93.0,64.0
138068,8159,23,4992,315.0,827.0,57.0,136.0
138069,8159,23,4187,269.0,766.0,46.0,124.0
138070,8159,1,37327,184.0,183.0,292.0,191.0
138071,8159,33,1175,239.0,183.0,172.0,51.0
138072,8159,15,1518,209.0,142.0,168.0,235.0
138073,8160,33,1251,289.0,232.0,107.0,32.0
138074,8160,2,58521,218.0,232.0,240.0,287.0
138075,8160,31,9854,218.0,236.0,62.0,264.0
138076,8160,31,7432,404.0,247.0,54.0,252.0
138077,8160,8,16879,254.0,510.0,208.0,96.0
138078,8160,23,3610,308.0,870.0,50.0,110.0
138079,8160,23,3681,259.0,814.0,49.0,126.0
138080,8161,23,2186,289.0,880.0,57.0,46.0
138081,8161,23,2443,344.0,783.0,43.0,76.0
138082,8161,6,50726,242.0,461.0,185.0,429.0
138083,8161,1,916,321.0,400.0,26.0,65.0
138084,8161,32,780,355.0,234.0,51.0,23.0
138085,8161,32,839,242.0,246.0,50.0,22.0
138086,8161,28,2637,266.0,144.0,105.0,66.0
138087,8161,31,10897,409.0,190.0,72.0,277.0
138088,8161,31,12382,185.0,205.0,55.0,296.0
138089,8161,4,77195,185.0,144.0,296.0,357.0
138090,8162,1,27462,158.0,307.0,202.0,267.0
138091,8162,33,916,213.0,334.0,88.0,68.0
138092,8162,31,2014,158.0,362.0,55.0,72.0
138093,8162,31,333,303.0,307.0,28.0,60.0
138094,8162,7,7471,225.0,552.0,151.0,99.0
138095,8162,32,946,228.0,587.0,39.0,59.0
138096,8162,32,528,263.0,552.0,55.0,25.0
138097,8162,42,15,276.0,557.0,5.0,4.0
138098,8162,42,15,268.0,571.0,4.0,5.0
138099,8162,36,18,285.0,569.0,6.0,5.0
138100,8162,36,21,283.0,580.0,6.0,5.0
138101,8162,36,17,277.0,574.0,7.0,5.0
138102,8162,36,9,285.0,586.0,4.0,3.0
138103,8162,23,2103,302.0,731.0,44.0,117.0
138104,8162,23,3874,429.0,922.0,120.0,78.0
138105,8163,10,28801,234.0,459.0,265.0,554.0
138106,8163,31,6650,450.0,356.0,60.0,299.0
138107,8163,31,19277,170.0,373.0,65.0,386.0
138108,8163,38,16910,189.0,328.0,194.0,191.0
138109,8163,9,159510,170.0,327.0,358.0,649.0
138110,8163,33,531,289.0,327.0,102.0,46.0
138111,8163,24,7244,207.0,766.0,97.0,143.0
138112,8164,33,1663,288.0,206.0,127.0,84.0
138113,8164,31,16314,412.0,226.0,122.0,346.0
138114,8164,31,14529,173.0,216.0,105.0,320.0
138115,8164,23,1266,358.0,803.0,27.0,73.0
138116,8164,23,3340,327.0,836.0,57.0,97.0
138117,8164,10,93963,173.0,206.0,361.0,417.0
138118,8165,1,19680,294.0,210.0,148.0,198.0
138119,8165,33,846,315.0,210.0,109.0,67.0
138120,8165,6,88851,273.0,388.0,196.0,531.0
138121,8165,23,573,353.0,887.0,39.0,21.0
138122,8166,10,46569,162.0,295.0,243.0,441.0
138123,8166,33,17,265.0,295.0,8.0,3.0
138124,8166,23,2401,39.0,877.0,86.0,102.0
138125,8166,23,2595,354.0,901.0,107.0,85.0
138126,8173,32,106,393.0,428.0,22.0,10.0
138127,8173,32,163,425.0,511.0,10.0,22.0
138128,8173,32,939,497.0,529.0,34.0,39.0
138129,8173,11,13011,393.0,329.0,151.0,279.0
138130,8173,1,7697,402.0,332.0,131.0,143.0
138131,8173,33,483,425.0,332.0,107.0,47.0
138132,8173,22,216,419.0,722.0,20.0,33.0
138133,8173,22,254,418.0,888.0,39.0,15.0
138134,8173,23,6322,349.0,891.0,110.0,92.0
138135,8173,23,2437,426.0,722.0,89.0,111.0
138136,8176,9,86980,230.0,216.0,298.0,566.0
138137,8176,19,6567,320.0,428.0,161.0,140.0
138138,8176,31,6935,376.0,216.0,117.0,129.0
138139,8176,31,19206,230.0,304.0,157.0,292.0
138140,8176,25,13884,261.0,240.0,249.0,204.0
138141,8176,24,8960,259.0,294.0,147.0,364.0
138142,8176,8,6964,328.0,716.0,198.0,107.0
138143,8176,23,2242,325.0,890.0,113.0,97.0
138144,8176,23,7468,327.0,862.0,114.0,132.0
138145,8177,23,1744,371.0,538.0,54.0,99.0
138146,8177,23,1429,697.0,545.0,52.0,94.0
138147,8177,6,29453,386.0,345.0,353.0,189.0
